17:49:10.295205,36.10363098447,103.72104383483,1576.6132,15.0,,,
17:49:12.389871,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,,,
17:49:14.446316,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,,,
17:49:16.502641,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,,,
17:49:18.558697,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,,,
17:49:20.599653,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,2.4,1.3,2.7
,36.10363098447,103.72104383483,1576.6132,15.0,,,
